entity_id,total_comments
do_1134149286580224001333,39
do_1143034889668280321458,40
do_11422190546689228811197,1
do_1143930423627202561194,180
do_1142884667418705921247,13
do_1143513274744258561479,484
do_114253785531514880191,2
do_1143321182053990401350,90
do_1142155590771589121413,99
do_1143542720082329601288,119
do_114012389785788416116,170
do_1141284757667266561130,155
do_1143832246433873921715_rc,3
do_1143323154665717761637,22
do_1138119815824998401202,16
do_113569916753027072130,4
do_114168880674947072162,1
do_113764548525088768148,1
do_1138041997841776641129,1
do_1144222583769907201475,7
do_114012463619727360122,74
do_11441853385072640011609,58
do_1142877393647697921162,4
do_1140796592825712641466,83
do_1141142234379386881387,148
do_11432393563420262412,225
do_11436703294468096011798,23
do_114054042950516736140,358
do_1137786698488545281200,31
do_1143201304041472001249,24
do_113816941516554240131,58
do_1138914303384780801142,12
do_114169575045382144168,9
do_1143826296277483521662,16
do_11390571206983680011,58
do_114295480892014592194,48
do_1141998736108994561134,107
do_1143564611255336961235,5709
do_114334355294765056155,22
do_1140060347152629761237,501
do_1142084081998315521600,167
do_1138961441599242241313,1369
do_1141136006141050881358,331
do_11436843230398054412040,12
do_1141504108298485761630_rc,358
do_114272414192975872131,186
do_1143155232825180161618,1641
do_1143415728635494401618,1237
do_114301800585732096118,3
do_113814225813364736167,103
do_114169668661895168180,43
do_11434811445826355211454,11
do_1143613483077140481150,64
do_1142926623865405441430,3
do_1143599809549352961706,41
do_1142792512933642241194,14
do_114339272288108544141,24
do_1134149442310799361401,7
do_114273604530020352110,174
do_1142884287351685121463,1
do_1136280681914695681628,4
do_114294882738905088136,75
do_1140589702651494401189,3
do_1144454428557721601468,5
do_1144767148814663681770,17
do_1144462246368215041701,2
do_1143260067865067521205,28
do_11440793997588889611362,72
do_1144505297206640641878,2012
do_11338755006625382411,127
do_114170272238551040123,12
do_113813372085805056147,1
do_1136060402559385601194,2
do_1142431926952427521181,20
do_1139274581685698561153,15
do_1141489644517048321562,2
do_114282004138254336187,10
do_114174457146736640118,20
do_1143337377431633921396,39
do_1135140535869931521153,3
do_1142346430944296961461,4
do_114168782596751360124,20
do_114170319223595008127,6
do_1134612171454054401869,6
do_11441371520507084811488,2166
do_114017265343086592136,26
do_11431805721231360011309,7
do_114123380876099584125,43
do_114267052380717056121,60
do_113925225421774848196,5
do_1143139967858933761541,267
do_1142325579698257921713,124
do_114094721482915840126,200
do_1144652943639674881445,52
do_113816237808066560116,135
do_1142983818571612161583,72
do_1141482323995688961516,40
do_1143888201903964161326,46
do_1139266196919336961122,4052
do_11421896717805158411020,3131
do_1143492076301516801950,21
do_113907646399307776114,22
do_11432312000684851219,5
do_114338672067387392123,70
do_1143927216462970881487,21
do_1144659768421744641483_rc,1
do_1138178522962739201116,5
do_1142883679933890561255,5
do_1141497861234769921556,207
do_1142345545320366081332,22
do_1138226098553569281407,18
do_1134186510380810241417,22
do_11439385454011187211407,35
do_1138179282019041281235,25
do_114403106253324288160,43
do_1138211690338795521351,53
do_114362724327743488161,252
do_1144625918052515841253_rc,1
do_1143599553003438081533,8
do_1134150936698306561401,19
do_1135028530972590081244,6
do_11440370816723353611106,29
do_1143076745625108481121,353
do_11436376310791372811446,48
do_11436615496865382411660,66
do_1143047083020124161539,35
do_1141043955952762881215,9
do_114168810264035328171,35
do_1137928788769996801129,1
do_11401528609864908819,70
do_1141481581893140481513,21
do_1143393972431994881712,57
do_114259470190166016174,2
do_114014537048465408114,124
do_114235439591079936157,6
do_114195588678819840138,12
do_1142835447864033281246,13
do_1144760388782161921714,51
do_114233274977714176152,1237
do_114383194170441728144,30
do_114361230421688320180,23
do_1140492680494858241345,1
do_1140420049153146881270,189
do_1143577916882862081140,28
do_1141653465464422401896,2
do_113827525086904320125,685
do_113855963126693888187,1278
do_1143427830334341121122,24
do_1139921063776747521104,12
do_1138567314611322881110,3
do_114169536770359296160,30
do_1144263649029488641555,1727
do_113838863649734656189,102
do_114167530934337536124,11
do_1144008381448355841912,1344
do_114283577335275520133,74
do_113920379476475904179,14
do_113784503472898048148,42
do_1144441060607836161457,16
do_1141063897099304961267,90
do_1141342887585955841186,163
do_1144463367770275841714,3
do_113778723173818368139,3
do_1134610882151874561850,28
do_114170277657804800117,132
do_114257899943346176168,76
do_11446951810191360011160,16
do_11405203222269132818,140
do_113817537988485120149,25
do_11431810354823987211313,27
do_114169581764468736166,96
do_1143968072762900481427,104
do_11448157227850137611091,46
do_1141059040045301761263,28
do_114408731173265408165,9
do_11384816319916441611,12
do_1143478584267325441884,15
do_1143169677790740481718,91
do_1143105132009881601322,1832
do_11422248511071846411243,45
do_1141504767871057921585_rc,246
do_1135749876368261121113,3
do_11363800316083404811178,2
do_1144074370668871681413,91
do_1141510525154344961630,32
do_1142897552093102081346,4
do_1140752437300838401508,78
do_1143068198495518721651,185
do_1143151013204131841585,639
do_113956414673690624149,1240
do_1141638478161510401467,258
do_11439809829102387212,18
do_1142501172562165761199,261
do_1141063963791933441311,172
do_114407395301515264189,5
do_1139267758524497921138,82
do_11436610788165222416,132
do_1141114808264130561358,71
do_1143584054852485121521,137
do_113555072370556928132,1
do_1141831992877301761106,122
do_1142205036160942081238,64
do_1140428494953922561294,925
do_1139265962863984641128,1
do_114378211852959744152,2
do_114095141323898880137_rc,87
do_1138920237214023681259,19
do_114083886873051136118,274
do_1143095514032128001387,246
do_114359964866920448147,41
do_113969908646010880133,18
do_114192715007877120112_rc,1
do_1138978296865259521417,55
do_1142346055854653441393,6
do_1143025126444400641257,19
do_11440731454859673611330,4
do_1142984636550430721218,19
do_113814089674186752168,22
do_11393545325345177612,20
do_11422033879944396811100_rc,169
do_114278627063078912139,3
do_11422470238834688011407,98
do_11447096245569945613,53
do_1143315297650688001725,21
do_114359246423810048133,10322
do_1143281150131404801512,1540
do_1138424977456168961180,2
do_113569878939262976132,9564
do_1142792344944476161224,2
do_1141383050829987841282,34
do_1142684438831513601190,679
do_114124775335387136121,7
do_1142883267887677441229,9
do_114020190444838912159,1
do_11441641134929510411601,41
do_114173787436974080111,21
do_1144080766109614081642,9
do_1142636451943710721241,59
do_1138675325490298881142,5
do_1143182280074444801832,5
do_1138179108445634561194,18
do_114366336994770944173,58
do_11384874471802470412,19
do_11436351160027545611401_rc,107
do_114371136825573376161,87
do_114169579804672000171,94
do_114265168594173952153,1786
do_114338660770209792120,34
do_114020198965207040185,1
do_113918870305169408175,1
do_1139961791680675841116,423
do_113829110808387584160,130
do_1142494627673456641170,403
do_113966409860259840181,184
do_114167240461606912130,82
do_1142538549116600321101,381
do_114183175229587456183,4
do_1142248013132021761476,19
do_1143981034207313921646,53
do_1141530910152867841298,185
do_1142743093690613761136,1
do_114276395935637504119,1
do_1142020065397473281309,69
do_1136275812540088321599,14
do_1140761235052789761517,186
do_1142983885024542721168,370
do_113593334784507904156,5
do_11436911109136384012127,36
do_114095929574506496136,2
do_114170284992421888117,97
do_1143090373917081601713,45
do_114168707231588352141,93
do_114272778567876608193,54
do_1142934923061166081416,134
do_1144809818055639041439,816
do_114059184432652288178,2611
do_11427699989163212813,916
do_11431676206986035211181,97
do_1141043549744168961212,112
do_1143271940581294081377,40
do_114362645557575680136,6
do_1143031660012748801250,340
do_1143294686285414401794,2
do_1142543184374005761126,172
do_114016613764923392128,71
do_114395913431834624154,1181
do_114187965029572608169,44
do_1138978096400138241418,9
do_114369665296498688113,49
do_1141058259479019521229,47
do_1141333138468044801155,13
do_1143670513667850241165,64
do_1143365823842058241383,10
do_1143344055671930881927,73
do_1141162668924108801400,149
do_1140752172818350081485,366
do_1144030690976890881334,39
do_113521935192244224198,4
do_1141999702184919041182,55
do_1144730358228746241504,20
do_1141957282676326401161,77
do_1141808698603438081107,333
do_1143988649774202881814,93
do_113877846927974400145,38
do_1144512789902950401743,24
do_1136082227756072961286,29
do_114197685069774848170,14
do_1138675577240862721174,3
do_114085847881703424159,42
do_114233142189768704124,103
do_1141304973014302721122,60
do_1143734420328775681267_rc,11
do_114085360967229440152,56
do_114435144681013248159,3
do_114278641231503360145,1
do_1143569319354040321430,146
do_1142381112637767681456,2
do_113952956183732224118,12
do_1142934444735938561697,1
do_114232635704123392130,53
do_1143285731405168641533,211
do_1141846242461859841140,32
do_1142019689017507841263,65
do_1141504902988922881263_rc,130
do_1138431041701724161194,531
do_1141637027431383041450,588
do_1143917502883758081183,14
do_1141844351188910081113,19
do_1138416474369310721120,48
do_1143218142625054721415,89
do_1143344515960422401505,33
do_114374120875065344117,162
do_114388142442692608182,25
do_1143222865967104001116,33
do_1143825799426949121649,60
do_114388085718048768120_rc,29
do_1141008763567472641148,2
do_1143817990344294401650,17
do_113814057751863296178,167
do_1142963620356997121275,21
do_1141999245427998721164,40
do_1142898546479267841300,200
do_1142551327845662721178,159
do_1143586300290744321246,75
do_113753333098094592151,9
do_114170326006874112131,112
do_1144526169355960321983,62
do_1143164589729873921629,20
do_1144143100577792001301,12
do_113817151202287616139,34
do_1142791321784483841120,1
do_1140060176715448321235,22
do_1141396302394654721354,48
do_1142671062535618561102,87
do_114170318679687168121,36
do_113465440544178176144,13
do_1138906481328046081201,45
do_1143833865505914881423_rc,1
do_113829125992759296153,4
do_114284773502943232156,23
do_1136258757469962241471,8
do_114352893039190016139,129
do_1142028166673039361365,27
do_1142290194225479681569,7
do_11447805250850816011039,3
do_1143861320882421761235,34
do_1144475333906759681616,9
do_114233796526465024110,27
do_1137384194536652801286,6
do_114016677221523456133,28
do_1142897635254845441268,8
do_11439158222138572811232,60
do_11436841230571110412034,12
do_114194154392043520118,286
do_1144114491703787521149,89
do_11396772914742886412,4
do_1144710888000634881226_rc,3
do_1144760191944130561711,81
do_11417361552610099211,201
do_114356482147737600151,38
do_114272888565055488114,34
do_114324413411844096137,59
do_113555056149667840115,11
do_1143627021756579841283,217
do_114020102884171776164,22
do_114168784100384768146,3
do_1138179585632993281231,92
do_1137349858229288961285,264
do_114323778465431552144,4
do_114354129925783552111,522
do_113872856392187904133,24
do_1141808272181411841114,136
do_1142962312606433281224,4
do_1138862111962890241116,13
do_1141063898069237761273,1
do_11441158058590208011298,1
do_1142877657581813761214,7
do_114170266171604992119,152
do_1142544996933550081104,42
do_113972582072418304168,58
do_114194793031352320166,27
do_1143372666891386881978,989
do_1138609669314396161132,156
do_114012358956908544116,83
do_1141957122659860481177,59
do_1143414101731328001579,19
do_1143224458775347201171,26
do_113836923024818176163,70
do_114167529664847872112,15
do_114407434881556480123,17
do_1142592368514826241143_rc,5
do_1144809088750714881386,24
do_114199105893801984173,56
do_1142757890517647361199,48
do_1142927530742005761647,85
do_1143613707768709121161,15
do_1142721488682434561523,25
do_113986887627333632131,29
do_114431274389594112197,464
do_114085865386598400145,1547
do_114179486941716480163,30
do_114168845064224768157,12
do_114061267850067968198,268
do_1140511533466419201335,794
do_114054639479906304152,1043
do_1141382644236533761278,66
do_1142684842975232001121,4
do_1143175367280476161797,2
do_113836855897178112166,22
do_1142132753537433601293,57
do_11430176494784512019,12
do_1142006798334689281222,146
do_1144512125224222721862,6
do_114095906222333952160_rc,63
do_113831088200359936177,26
do_1142983196370206721135,82
do_1141348986163118081262,13
do_11445608311655628811030,28
do_1142897893604392961346,4
do_114272889452044288178_rc,36
ext_114471828347707392177,1
do_1142990973368401921604,11
do_11440585497020006411196,5
do_1135750430687232001108,60
do_113847419252572160164,2
do_1142996244963819521148,34
do_1142883696974151681239,3
do_1142884955797667841309,1
do_1144850740520878081168,62
do_1142552908149964801134,1694
do_1140060514072248321266,4
do_1143909008540631041151,28
do_1142687811924541441304,1
do_1143153190556631041601,12
do_1142969180418457601346,126
do_1138863964136407041120,274
do_1144454575015608321471,92
do_1143428915650969601671,417
do_11397686038035660813,32
do_1143028492343787521308,11
do_114341467772108800185,32
do_113574971519000576192,2
do_11448173226114252811310,11
do_114168708313178112140,15
do_114168709247909888129,14
do_114352082904399872137,211
do_1144477911915970561793,80
do_11432857253247385615493,1
do_1138319085802127361122,67
do_1142876975531130881152,64
do_11422247562136780811239,2054
do_114169575968858112168,13
do_1144582973672243201113,121
do_1138877270341550081138,1981
do_1143090520356864001203,25
do_11390756867039232011,1
do_114318881390223360173,76
do_1142275972153016321525_rc,26
do_114188552045920256178,13
do_1143040867296870401411,6
do_114016596620566528126,142
do_1141831639299522561126,2
do_1141141647308963841363,121
do_1142934366895636481408,2
do_1143267146203545601149,2
do_1136364941281116161917,1
do_114169583381381120143,4
do_113814138061455360187,1699
do_114486587916369920185,19
do_114278387265708032113,565
do_113956361706135552136_rc,3
do_11440583652548608011174,40
do_114430676366409728168,36
do_1137425964832849921322,104
do_11441384122781696011498,94
do_114169451323424768160,9
do_1143586301685432321454,67
do_1143676306664570881937,32
do_1142961919746211841180,1
do_1142898017852702721292,5
do_11422542318854144011415,7
do_11396057574580224012,25
do_113703823417532416195,2
do_11401519003344076813,44
do_1143096144258088961234,6
do_1138240011555962881449,57
do_1143981846795468801725,16
do_1134186769280040961482,85
do_113905417381494784151,55
do_1143485854689198081395,39
do_114208403390775296160,89
do_1143217255617658881363,1
do_113814063859007488151,7
do_114482474657857536131,14
do_11433805022588108811059,157
do_11438806576862822411123_rc,51
do_11448579294426726417,13
do_114273507308666880160_rc,1
do_1144461095933050881502,8
do_1143583713088143361180,16
do_11433646355830374411206,37
do_1141383360244695041309,14
do_113918473814614016153,16
do_1137334140581724161265,3
do_114278393916637184115_rc,3
do_114388126750728192179_rc,20
do_114012416058228736116,58
do_1140676386980577281387,82
do_114175902070833152132,69
do_1142340067698278401213,4
do_1143179792655073281742,133
do_113847367579762688154,248
do_1143600234119823361721,27
do_113971182937391104110,2
do_1141497146786283521594,14
do_1142778183594639361424,19
do_114234610149236736113,4
do_1136287503458631681689,187
do_11435927297150156812,1
do_1143541280762920961240,651
do_1143932140869550081536,141
do_1140350512535142401211,480
do_114169670044852224174,8
do_1143180545980416001750,19
do_1142940279528734721565,107
do_11401522104510054415,408
do_1138178284156436481106,60
do_113563116876808192173,2
do_11447032216728371211190_rc,5
do_1143661208687001601684,30
do_1142006573128826881247,308
do_11439810268070707214,16
do_114168681300574208136,224
do_114457553774141440157,211
do_1134609508537794561837,14
do_1142642135360962561221,154
do_113918133244321792137,5
do_1143379679484395521466,49
do_114169591061839872173,54
do_1142970150642401281347,86
do_1141832148316569601137,83
do_113719975791591424128,16
do_113858103759618048193,145
do_1144555269385994241994_rc,2
do_1140336803611525121242,18
do_1144186163137495041316,36
do_113759607573979136125,16
do_1141312215945461761136,40
do_11436828283528806411967,39
do_1142898372113940481287,7
do_1138629962500833281142,178
do_113950003651936256130,61
do_1141846197686272001141,35
do_1144525874890260481861,12
do_1142969408472842241356,16
do_1143364037339463681363,28
do_114278533568774144194,21
do_11421770485289779211000,20
do_11436627954176819211709,46
do_114170261655044096117,112
do_1143488248873615361978,11
do_1144766202316881921743,9
do_1142895349642936321513,5
do_1142049040592322561497,81
do_1137434370720645121215,45
do_1144761410256240641910,2
do_1141846232165662721167,14
do_1144850918269829121174,841
do_1144752568777523201582,88
do_114299784785510400110,4449
do_1141999135626199041139,51
do_1143414519384227841585,290
do_114169604706320384171,109
do_11427780902199296013_rc,1
do_113718667186020352130,20
do_1140795164859514881606,134
do_114268630334046208126,527
do_1143782415068200961460,33
do_1142643089602068481114,33
do_1136252118804561921387,9
do_1142974759786086401359,13
do_1142877273969868801395,4
do_114360820932288512118855,0
do_11439237926304153611183,81
do_113556644650942464142,13
do_1141831733061795841107,2
do_113827015508549632116,4
do_1143491105462927361937,218
do_114016666695712768132,50
do_1144660691995688961515,20
do_1143464572916776961805,13
do_1142331028772372481774,24
do_11396060704172441614,18
do_114395895909859328124,12
do_114096527678095360165,5
do_1144477230317486081770,10
do_1142842462318100481275,4
do_11422478556584345611350,53
do_1143590123856936961693,238
do_11431391353220300811048,9
do_114364214749446144163,30
do_1142551273302589441177,96
do_114208465460838400172,86
do_11442085302303129611715,7
do_1142897716768112641529,5
do_1142932786901401601669,3
do_1137249196930252801183,8
do_1141085925442682881296,1797
do_114367751212539904145,14
do_114324411708661760133,6
do_113771769685090304141,43
do_1144456335173877761510,5
do_1140710132871004161408,20
do_1142437280894812161277_rc,187
do_113757390699479040198,2
do_113817788272541696175,91
do_1141533857591132161321,9010
do_1141368970288906241312,134
do_114127188847476736197,1
do_114329340647260160178_rc,1
do_113910485568364544144,5
do_1142877639885619201233,5
do_1143026304547962881189,3
do_11384320875440537612,2911
do_114167471670370304118,326
do_1143038496852541441519,223
do_113768182261039104192,2
do_1138220208431759361388,278
do_1143584269670891521627,29
do_114415397805760512195,79
do_114124070748946432114,105
do_113474579909279744117,774
do_1141836098475458561118,400
do_113970052441538560135,85
do_1143471187692175361851,54
do_11371778223168716811,3
do_114187841288822784135,22
do_1143024865342832641204,3
do_1141015369689907201170,1
do_1138589039041986561110,231
do_1141999845030133761185,755
do_114234665855377408194,8
do_1144441625398804481648,29
do_113829040798818304172,69
do_11372361686977740811,40
do_113846633907691520137,47
do_1136930725768888321116,1253
do_113970103188652032131,72
do_113490260879032320136,15
do_11383261018996736012,35
do_1141064860824862721267,31
do_1140117905625579521314,68
do_11371798254448640012,72
do_11372292543392153611,509
do_114284158545264640140,28
do_114371856382738432116,39
do_1143466919345930241981,11
do_113712902127919104114,7
do_1143438322170675201188,24
do_1138912123170570241208,14
do_114194153072640000117,45
do_113882007572316160176,6
do_114348575796256768197_rc,1
do_11445681519397273611,1
do_114170316786475008123,205
do_114274208245915648148,13
do_114240871069294592141,27
do_114240868517257216117,406
do_1142982800896327681532,13
do_114276975440175104167,17
do_1143670042505707521132,42
do_113660472598454272132,156
do_113555204227244032132,174
do_113817610045874176155,1
do_113963034661167104150,17
do_1142077811458703361520,6
do_11408322599676313613,142
do_1142084509889495041557,63
do_1142883987324190721457,19
do_1144370638713487361226,30
do_113699625883271168149,29
do_114281994479747072185,56
do_1143028741028577281312,6
do_114306936326602752170,334
do_1143066773211791361477,283
do_1143526416655892481131,210
do_1141554213256724481766,40
do_1142133604630855681889,120
do_113839577283510272184,9
do_1143097583525642241306,8
do_1144186467770531841931,76
do_11389134550789324812,28
do_1144009812708392961954,25
do_1142791171545497601178,479
do_113693865486434304174,15
do_114328654524571648196,24
do_113654856740061184145,152
do_1144086105759907841678,32
do_114170323675660288117,115
do_1142005062654197761217,57
do_1141340560833167361182,17
do_11439534690042675215,16
do_114432186676535296170,9
do_1142941440953303041732,46
do_1141831814826803201110,11
do_1141831981002997761133,70
do_114262098506153984148,71
do_1140900990422712321130,76
do_1144108696203509761740,44
do_1138985501512663041474,2
do_114193633842085888110,338
do_11389339247203123214,35
do_1136082215109263361283,21
do_11422630179805593611426,130
do_114195197456596992127,71
do_1138969981779722241396,16
do_1142353694494310401319,136
do_113574879746064384179,2
do_11440230396633088011021,17
do_114141193899892736139,65
do_1142225667351265281353,36
do_1141058902273064961233,233
do_114278637725376512143,2
do_1143068401007902721162,513
do_1143987266615132161755,16
do_113918131391471616144,15
do_113839567348031488192,9
do_11433289068104908812,88
do_1143028561370808321310,13
do_1142883907824271361456,6
do_1143844629334753281507,18
do_1138963197455155201344,34
do_1143769734221086721333,36
do_1135791002747944961174,1
do_1139033405260349441106,0
do_113814216999411712192,28
do_113695967304777728122,8
do_1144179593210757121299,24
do_1141601458994298881713,5
do_1142897900826542081503,7
do_1139974407060275201131,51
do_114234636998213632142,86
do_1136231168416645121239,48
do_1142932297365831681508,186
do_11441098573044940811441,78
do_1142424693634088961101,2
do_113660535349862400137,11
do_1143147454924308481583,642
do_11440785465298124811319,91
do_1143074992530964481538,16
do_113880594111356928139,12
do_1143081574792888321123,10
do_1143571259331624961286_rc,9
do_114371937074765824126,16
do_11431255694176256011000,10
do_1138890861888880641162,8
do_1141538800816947201667,36
do_1138630199375052801138,82
do_11440300281230950411024,102
do_1139995802165493761163,98
do_1136230877300736001196,4
do_1144539565301268481942,6
do_1141846098310430721152,274
do_1143584122272481281396,37
do_11434918206383718411079,52
do_113558779501297664155,56
do_1142925440135086081450,85
do_114435583260631040187,3615
do_1143181825635696641819,59
do_1143769142043607041339_rc,36
do_1142027414559457281339,99
do_113817686266544128171,14
do_11390748771283763215,173
do_1142842566071173121277,172
do_1143620346167541761106,133
do_1143968123933081601443,8
do_1142743067745812481229,1071
do_1143541318066012161271,508
do_1141094604207718401325,109
do_1140263935564513281137,17
do_1144433951801835521416,7
do_11434860339771801611479,9
do_1139960098158100481107,10
do_11340860417329561619,41
do_1141832184972247041136,23
do_1143640634083082241512,30
do_1138933435909816321260,45
do_114016688549478400133,27
do_114168915885547520164,9
do_113882141418250240173,40
do_114398746427916288125,16
do_1142792223620710401153,1
do_1138580911181168641114,46
do_1142933613134397441678,3
do_1143274750734417921271,1
do_1143987636854784001735,30
do_1143669351724728321112,149
do_1138935007945850881301,32
do_114015303021805568114,28
do_114376077915611136193,1
do_1143166618945536001646,8
do_113853043994345472157,5
do_1142403128531599361650,16
do_1134186689564672001461,119
do_1142798065748049921171,7
do_1141651875587686401885,25
do_11356565817634816014,5
do_1144108882045173761746,45
do_11426220774507315216,299
do_113877112146083840186,15
do_1142296645349539841624,228
do_114170262578569216115,3
do_1141948681584066561102,201
do_1134149303858216961328,2
do_1143832584997601281803,9
do_114086755310632960192,3
do_1143731896448450561180_rc,1
do_1143493559541841921448,4491
do_1144582931607224321112,64
do_1142678601383772161157,993
do_114342280217550848141,8
do_114362643561103360133,16
do_1143590642365808641617,501
do_11382688590204108818,583
do_11434995322328678411530,34
do_1144674232853954561731,24
do_1140724718431682561476,59
do_1140060221225861121261,11
do_1142792304304046081179,1
do_11436833707474944012011,56
do_1138623340589793281144,4
do_1142721286540410881422,26
do_1140512566231777281407,1
do_114096614712041472162,9
do_1144591568233431041127,26
do_1143098268468428801311,74
do_1143280230500515841302_rc,4
do_1134128990012129281243,9
do_1143838677166407681442,20
do_1134354225803591681108,78
do_1142926657421312001620,2
do_114125626141753344148,60
do_114294931867738112141,54
do_113712144837795840138,3
do_1143541288943042561268,324
do_1144540583527301121908,24
do_11445338682385203211075,1867
do_1142580542674698241178,5
do_11440744195747840011351,18
do_1143514675313541121211,48
do_11401523615960268815,35
do_1142898334370119681285,37
do_113846765839581184154,30
do_1143032478422958081349,5
do_11431394285072384011072,97
do_114235410767790080140,14
do_1137533161988751361281,12
do_1138234630909542401448,1928
do_11426520021534310418,707
do_114371251205881856188,123
do_113729202989400064147,2
ext_114116613358010368110,5
do_1143817935264563201595,12
do_114283606133383168148,3
do_1143422500638474241787_rc,12
do_1142983915911823361506,30
do_1143280104844902401294,20
do_113817828496769024199,18
do_114168158421360640135,77
do_1143182502188072961970,8
do_1143895981661552641142,12
do_113764573123919872167,74
do_1142041982657331201471_rc,121
do_1143322064330915841312_rc,7
do_1143811849436856321557,42
do_113833135539134464115,10
do_1143974988659179521582,23
do_1142020279070474241277,75
do_11419374723747840017,193
do_1141384425701703681325,159
do_1143887988824391681148,269
do_1143933756384706561309_rc,5
do_1141297431105044481103_rc,90
do_1144454796307333121465,2420
do_114277918334287872125,3
do_114398168498307072135,45
do_11431518712779571211139,6
do_1143733891994173441205,43
do_1143026239949127681267,45
do_1140102028971458561328,11
do_11424374972510208018,12
do_1142884938057236481248_rc,1
do_1138934909415014401286,230
do_113966321785135104177,128
do_114278644228292608130,4
do_11433730085625036811015,135
do_11383258376188723213,19
do_1142926546818662401360,3
do_113850929618542592110,152
do_114361974744956928176,87
do_1141171561519431681387,5
do_1142402761681223681642,16
do_11416691247196569616,470
do_1142084343519805441612,56
do_1143231316933672961559,2
do_1142642441924444161180,624
do_113971180306751488110,181
do_114398801688485888146,37
do_11417094304722944012,48
do_1141432358445875201405,23
do_1143229986286469121519,9
do_1144036618678272001173,29
do_113558772666007552154,174
do_113971453334880256130,60
do_1138964020050739201236,72
do_1135792061224714241156,11
do_113652728660738048138,1
do_114170327131013120124,14
do_1142000193373798401181,916
do_114306795499397120144,91
do_114012346243874816111,9
do_1142354250635837441337,74
do_1144008479059722241916,39
do_113693223133741056169,419
do_11433731725147340811299,12
do_11440382919460454411150,85
do_1143637446139658241491,87
do_11436899526985318411142,54
do_1142404112974970881702,10
do_114408116777730048126,35
do_1143486023850475521104,40
do_1141064960333742081275,78
do_1138419105017528321175,4
do_1141831938662400001117,17
do_1143090544904437761361,4
do_1139267233183907841145,1
do_114167479466057728116,28
do_11363681497528729611020,417
do_113559302673727488165,152
do_114245111836049408195,523
do_1141135055139635201377,131
do_1141906932789002241164,452
do_1142977936110223361498,324
do_1140350635561861121228,59
do_1144468509502832641717,8
do_11381269163759206411,15600
do_1142968438006251521312,33
do_1142651774384701441103,175
do_1141978572173639681217,24
do_113967853000597504115,2
do_1141509834998251521644,19
do_114168787224092672148,34
do_1143040501851422721409,19
do_1144137160115978241816,123
do_114358629033345024118124,1
do_113994564359462912196,561
do_1144333749802434561239,108
do_113827634862047232152,263
do_1143597758194892801746,50
do_11431445904750182411088,67
do_1142404112271441921701,8
do_114170328465473536132,34
do_1142962680150671361195,4
do_11434667062519398411351,9
do_1143090618741473281151,5
do_1142898328951111681359,21
do_1144434662566297601422,12
do_113970158476042240144,51
do_1143343568345743361491,17
do_1144802939451146241935,45
do_113908280800387072110,12
do_114168775661797376132,150
do_1143224937414983681178,6
do_113896289862287360155,291
do_11434923344491315211504,18
do_1140002687865978881182,422
do_114234627750100992133,84
ext_11411660879007744015,1
do_114169675099332608172,593
do_1142799775871877121320,54
do_1142642262910402561177,3405
do_1142495321926123521192,9
do_1142983954178048001605,17
do_1138623439270625281115,34
do_11391812297743564817,101
do_1143967747985899521382,36
do_1139848262382305281116,23
do_113846675995058176140,22
do_1142001415904215041185,87
do_114180707338543104153,1
do_1141383043278438401330,9
do_114170271617925120122,1310
do_11401228429012172819,57
do_1140292952078254081200,26
do_1144363929516277761170,52
do_1138935193254133761303,38
do_113708771093962752120,6
do_113950747826921472144,9
do_1144158117123194881253,7
do_1137073477271388161106,4
do_114367967480078336157,17
do_1137349140986265601146,5
do_114167403803705344111,27
do_11384668159148032012,7
do_1141560657414225921775,61
do_1143809950683873281136,1
do_113559282575310848165,29
do_1144412158218076161291,21
do_1141659733534883841877,63
do_1141587852967772161765,28
do_1142601505944453121203,47
do_113972049447026688134,37
do_113826981858230272114,264
do_1138905755666759681215,93
do_1144137221417615361203,66
do_1137291950552514561219,6
do_1143556723217039361316,70
do_113817806443110400182,21
do_1144171709702471681266,135
do_1134186403003842561380,13
do_1136300427176181761738,27
do_1144433254365102081410,1
do_1142877289446686721158,3
do_114482463553568768129,21
do_1144625135417425921223,19
do_1144188153588940801954,1
do_11439235627917312011277,19
ext_11411660109113753612,80
do_1137425626101678081317,4
do_113565835504582656118,9
do_11384823508410368016,732
do_114095888766992384154_rc,68
do_1137242019283763201167,171
ext_114471821016293376135,8
do_11363713310963302411102,616
do_1144009436816097281947,5
do_1141454460626288641128,172
do_114194374830628864163,274
do_1141015449958236161185,48
do_1143989611507220481821,16
do_1138978774471475201440,79
do_1143925115241758721179,27
do_1142097272313036801125_rc,128
do_1138665956579000321156,245
do_113558720320503808159,10
do_113690987301052416130,99
do_113907591880073216117,51
do_114168168028291072133,23
do_1142311891982745601673,59
do_1144519006072995841933,42
do_1142571613854515201215,16
do_1143817764470374401642,36
do_1141630265494814721780,20
do_114016515317637120128,35
do_1138969498504314881388,211
do_114318921851559936195,15
do_1142748906596843521455,98
do_1140046526442864641231,4
do_1136258014411243521428,57
do_1144716473858785281395,39
do_11448097260530073614,13
do_1138956035967877121195,522
do_1139267527609303041148,98
do_1138706668154060801195,33
do_1143734209389199361212,28
do_11389126189248512011,9
do_1142927234920693761634,2
do_1142927072774881281492,2
do_114323958641680384116,9
do_1143123627922882561412,32
do_114180141422010368176,36
do_113947387559796736117,6
do_1144442703609528321439,26
do_1143917482571776001281,16
